pmid,decision,rationale,reviewer,review_date,source,abstract_available,priority,priority_reasons,metadata_verified,metadata_conflicts,identifiers_verified,source_doi_absence_confirmed,correction_retraction_status,integrity_status,integrity_action,integrity_source_url,limitation
37358384,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37358384/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37358384/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
37351259,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37351259/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37351259/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
37346955,INCLUDE_FULL_TEXT,Title/abstract identify an explicit operational APHT/medical-readiness topic; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37346955/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37346955/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
37344226,INCLUDE_FULL_TEXT,Title/abstract identify an explicit implementation-science construct; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37344226/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37344226/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
37340269,INCLUDE_FULL_TEXT,Title/abstract identify an explicit implementation-science construct; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37340269/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37340269/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
37336580,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37336580/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37336580/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
37333673,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37333673/ — NCBI Entrez EFetch 2026-09-07,True,True,source DOI absent,True,,True,True,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37333673/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
37326779,INCLUDE_FULL_TEXT,Title/abstract identify an explicit implementation-science construct; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37326779/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37326779/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
37297641,INCLUDE_FULL_TEXT,Title/abstract identify an explicit implementation-science construct; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37297641/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37297641/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
37285305,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37285305/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37285305/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
37224391,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37224391/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37224391/,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
37197033,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37197033/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37197033/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
37184465,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37184465/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37184465/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
37169527,INCLUDE_FULL_TEXT,Title/abstract identify an explicit operational APHT/medical-readiness topic; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37169527/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37169527/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
37159250,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37159250/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37159250/,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
37156612,INCLUDE_FULL_TEXT,Title/abstract identify an explicit operational APHT/medical-readiness topic; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37156612/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37156612/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
37154222,INCLUDE_FULL_TEXT,Title/abstract identify an explicit implementation-science construct; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37154222/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37154222/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
37094289,PENDING_ADJUDICATION,"Austere operational clinical-priority methods may be contextually relevant, but applicability cannot be resolved from title/abstract alone.",OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37094289/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37094289/,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
37046894,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37046894/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Correction,Pending,REVIEW_CORRECTION,https://pubmed.ncbi.nlm.nih.gov/37761801/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
37042507,INCLUDE_FULL_TEXT,Title/abstract identify an explicit operational APHT/medical-readiness topic; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37042507/ — NCBI Entrez EFetch 2026-09-07,True,True,source DOI absent,True,,True,True,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37042507/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
37036887,INCLUDE_FULL_TEXT,Title/abstract identify an explicit implementation-science construct; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37036887/ — NCBI Entrez EFetch 2026-09-07,True,False,,False,authors,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37036887/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
37030012,INCLUDE_FULL_TEXT,Title/abstract identify an explicit implementation-science construct; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37030012/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37030012/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
37026409,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37026409/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37026409/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
37024984,INCLUDE_FULL_TEXT,Title/abstract identify an explicit implementation-science construct; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/37024984/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/37024984/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36985491,INCLUDE_FULL_TEXT,Title/abstract identify an explicit operational APHT/medical-readiness topic; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36985491/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36985491/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36958117,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36958117/ — NCBI Entrez EFetch 2026-09-07,True,False,,False,authors,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36958117/,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
36939035,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36939035/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36939035/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36925788,INCLUDE_FULL_TEXT,Title/abstract identify an explicit implementation-science construct; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36925788/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36925788/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36910780,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36910780/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36910780/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36906432,INCLUDE_FULL_TEXT,Title/abstract identify an explicit operational APHT/medical-readiness topic; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36906432/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36906432/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36900645,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36900645/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36900645/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36895433,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36895433/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36895433/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36889820,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36889820/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36889820/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36882034,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36882034/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36882034/,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
36872570,INCLUDE_FULL_TEXT,Title/abstract identify an explicit operational APHT/medical-readiness topic; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36872570/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36872570/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36841096,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36841096/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36841096/,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
36840451,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36840451/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36840451/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36828639,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36828639/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36828639/,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
36806435,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36806435/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/38499406/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36805692,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36805692/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36805692/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36800525,INCLUDE_FULL_TEXT,Title/abstract identify an explicit operational APHT/medical-readiness topic; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36800525/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36800525/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36793495,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36793495/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36793495/,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
36793001,INCLUDE_FULL_TEXT,Title/abstract identify an explicit implementation-science construct; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36793001/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36793001/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36764722,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36764722/ — NCBI Entrez EFetch 2026-09-07,True,False,,False,authors,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36764722/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36747268,INCLUDE_FULL_TEXT,Title/abstract identify an explicit implementation-science construct; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36747268/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36747268/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36722162,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36722162/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36722162/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36719256,INCLUDE_FULL_TEXT,Title/abstract identify an explicit operational APHT/medical-readiness topic; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36719256/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36719256/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36689353,INCLUDE_FULL_TEXT,Title/abstract identify an explicit operational APHT/medical-readiness topic; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36689353/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36689353/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36673629,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36673629/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36673629/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36652287,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36652287/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36652287/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36623995,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36623995/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36623995/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36617248,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36617248/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36617248/,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
36617244,INCLUDE_FULL_TEXT,Title/abstract identify an explicit operational APHT/medical-readiness topic; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36617244/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36617244/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36615794,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36615794/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36615794/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36607303,INCLUDE_FULL_TEXT,Title/abstract identify an explicit operational APHT/medical-readiness topic; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36607303/ — NCBI Entrez EFetch 2026-09-07,True,True,source DOI absent,True,,True,True,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36607303/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36582397,INCLUDE_FULL_TEXT,Title/abstract identify an explicit tactical/public-safety context and readiness domain; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36582397/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36582397/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
36567311,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36567311/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36567311/,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
36562213,INCLUDE_FULL_TEXT,Title/abstract identify an explicit operational APHT/medical-readiness topic; retain for full-text assessment.,OpenAI Codex — AI-assisted primary screen,2026-09-07,https://pubmed.ncbi.nlm.nih.gov/36562213/ — NCBI Entrez EFetch 2026-09-07,True,False,,True,,True,False,Clear,Verified — clear,CLEAR,https://pubmed.ncbi.nlm.nih.gov/36562213/,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
