Evidence_ID,Title,Year,DOI,PMID,Country,Population,Study_Design,Domain,Pass1,Pass2,Pass3,Priority,Manuscript_Layer,Section,Citation_Fitness,Contradictory,Replace_Existing,Full_Text_Required,Integrity,Freeze_Change,Why_Useful,Source_URL
EV-0528,Accuracy of heart rate measured by military-grade wearable ECG monitor compared with reference and commercial monitors.,2025,10.1136/military-2023-002541,38053265,,,Journal Article,Monitoring / wearables,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Future Research Agenda / Agenda de pesquisa,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/38053265/
EV-0529,Group brief cognitive behavioral therapy for suicide prevention compared to dialectal behavior therapy skills group for military service members: a study protocol of a randomized controlled trial.,2023,10.1186/s12888-023-05282-x,38053122,,,"Clinical Trial Protocol; Journal Article; Research Support, Non-U.S. Gov't",Cognition / firearm performance,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Cognition and Firearm-Task Performance / Cognicao e tiro,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/38053122/
EV-0534,"Applying the Theoretical Domains Framework to identify police, fire, and paramedic preferences for accessing mental health care in a First Responder Operational Stress Injury Clinic: a qualitative study.",2023,10.24095/hpcdp.43.10/11.02,37991887,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/37991887/
EV-0543,Mental Health Predictors of Response to Standard Medical Intervention at a Military Pain Specialty Clinic.,2023,10.1093/milmed/usad060,37948258,,,Journal Article; Observational Study,Mental health / stress,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Organizational Health Context / Discussao,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/37948258/
EV-0555,Heart Rate Variability Assessment of Land Navigation and Load Carriage Activities in Specialist Police Selection.,2023,10.3390/healthcare11192677,37830716,,,Journal Article,Load carriage / equipment burden,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/37830716/
EV-0564,"COVID-19 Concerns, Information Needs, and Adverse Mental Health Outcomes among U.S. Soldiers.",2024,10.1093/milmed/usad350,37715687,,,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Mental health / stress,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Organizational Health Context / Discussao,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/37715687/
EV-0567,Using Focus Groups to Identify Nutrition Education Needs and Implementation Strategies for the Wildland Firefighter.,2024,10.1097/jom.0000000000002959,37696801,,,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/37696801/
EV-0578,Male Army ROTC Cadets Fail to Meet Military Dietary Reference Intakes and Exhibit a High Prevalence of Low Energy Availability and Poor Sleep Quality.,2023,10.3390/jfmk8030095,37489308,,,Journal Article,Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/37489308/
EV-0583,Contributions from incumbent police officer's physical activity and body composition to occupational assessment performance.,2023,10.3389/fpubh.2023.1217187,37415704,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/37415704/
EV-0586,Body composition changes during 8 weeks of military training are not accurately captured by circumference-based assessments.,2023,10.3389/fphys.2023.1183836,37351259,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/37351259/
EV-0590,Sex differences in musculoskeletal injury epidemiology and subsequent loss of tactical readiness during Marine Corps Officer Candidates School.,2024,10.1136/military-2023-002392,37336580,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/37336580/
EV-0606,Impact of COVID-19 pandemic on nonpharmacological pain management trials in military and veteran healthcare settings: an evaluation informed by implementation science.,2023,10.1093/tbm/ibad015,37030012,,,"Journal Article; Research Support, N.I.H., Extramural",Implementation science,HIGH_RELEVANCE,GAP_CLOSURE_CANDIDATE,FULL_TEXT_REVIEW,P0 — CRITICAL,International,Implementation Considerations / Implementacao,POTENTIAL_GAP_CLOSURE,NO,NO,YES,Verified — clear,NO,Potential structural-gap closure,https://pubmed.ncbi.nlm.nih.gov/37030012/
EV-0611,Performance changes during repeated military occupational test and its associations to physical performance.,2023,10.1080/00140139.2023.2193869,36939035,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/36939035/
EV-0616,US Army Reserve Officers' Training Corps Cadets' Knowledge of Exercise-related Musculoskeletal Injuries.,2022,10.70252/rfnz6668,36895433,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/36895433/
EV-0619,Immediate Medical Care Rendered by US Law Enforcement Officers after Officer-Involved Shootings - An Open-Access Public Domain Video Analysis.,2023,10.1017/s1049023x23000171,36872570,,,Journal Article; Video-Audio Media,Cognition / firearm performance,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Cognition and Firearm-Task Performance / Cognicao e tiro,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/36872570/
EV-0640,Impact of Two Types of Fitness Programs on Soldier Physical Fitness.,2022,10.70252/ybtf2692,36582397,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/36582397/
EV-0641,"Pre-neuromusculoskeletal injury Risk factor Evaluation and Post-neuromusculoskeletal injury Assessment for Return-to-duty/activity Enhancement (PREPARE) in military service members: a prospective, observational study protocol.",2022,10.1186/s12967-022-03832-7,36567311,,,"Clinical Trial Protocol; Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/36567311/
EV-0643,Inter-Rater and Intra-Rater Reliability of Return-to-Work Screening Tests for UK Firefighters Following Injury.,2022,10.3390/healthcare10122381,36553905,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/36553905/
EV-0646,Less daytime sleepiness and slow wave activity during sleep predict better physical readiness in military personnel.,2023,10.1016/j.sleh.2022.10.013,36503874,,,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Sleep / fatigue / recovery,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/36503874/
EV-0650,Predicting Firefighters' Physical Ability Test Scores from Anaerobic Fitness Parameters & Mental Toughness Levels.,2022,10.3390/ijerph192215253,36429971,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/36429971/
EV-0651,"Speed, Skill Retention, and End User Perceptions of iTClamp Application by Navy Corpsmen on a Manikin Model of Femoral Hemorrhage.",2023,10.1093/milmed/usac355,36424914,,,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,Both,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/36424914/
EV-0653,"The Tactical Athlete: Definitions, Cardiovascular Assessment, and Management, and ""Fit for Duty"" Standards.",2023,10.1016/j.ccl.2022.08.008,36368814,,,Journal Article; Review,Medical / cardiovascular readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Medical and Cardiovascular Readiness / Saude e prontidao medica,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/36368814/
EV-0655,Body composition of extreme performers in the US Marine Corps.,2024,10.1136/military-2022-002189,36323456,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/36323456/
EV-0658,"Aerobic fitness predicted by demographics, anthropometrics, health behaviour, physical activity and muscle fitness in male and female recruits entering military service.",2024,10.1136/military-2022-002267,36270735,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/36270735/
EV-0663,Nutrition Program Fidelity Assessment tool: a framework for optimising implementation in military dining facilities.,2023,10.1017/s1368980022001896,36226363,,,"Journal Article; Research Support, Non-U.S. Gov't",Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/36226363/
EV-0665,Musculoskeletal injury in military specialists: a 2-year retrospective study.,2024,10.1136/military-2022-002165,36175032,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/36175032/
EV-0667,"The reliability, validity and usefulness of the 30-15 intermittent fitness test for cardiorespiratory fitness assessment in military personnel.",2022,10.1038/s41598-022-20315-3,36167789,,,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,REPLACE_EXISTING_CANDIDATE,P1 — HIGH,Both,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,YES,YES,Verified — clear,YES — REVIEW REQUIRED,Potentially stronger evidence than current domain support,https://pubmed.ncbi.nlm.nih.gov/36167789/
EV-0670,A pragmatic strength and conditioning intervention for firefighters: Feasibility of the Tactical Athlete Resilience Program (TARP).,2023,10.1002/hpja.656,36054639,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/36054639/
EV-0681,International society of sports nutrition position stand: tactical athlete nutrition.,2022,10.1080/15502783.2022.2086017,35813846,,,Journal Article,Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/35813846/
EV-0682,"Body Composition, Eicosapentaenoic Acid, and Vitamin D are Associated with Army Combat Fitness Test Performance.",2022,10.1080/15502783.2022.2094717,35813844,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/35813844/
EV-0684,Experiences of Athletic Trainers in Tactical Athlete Settings When Managing Patients With Mental Health Conditions.,2023,10.4085/1062-6050-0148.22,35724359,,,Journal Article,Mental health / stress,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Organizational Health Context / Discussao,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/35724359/
EV-0685,"No pain, no gain: The military overtraining hypothesis of musculoskeletal stress and injury.",2023,10.1080/09593985.2022.2082346,35695302,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/35695302/
EV-0692,Simulation-based education improves military trainees' skill performance and self-confidence in tourniquet placement: A randomized controlled trial.,2022,10.1097/ta.0000000000003702,35617462,,,"Journal Article; Randomized Controlled Trial; Research Support, U.S. Gov't, Non-P.H.S.",Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,Both,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/35617462/
EV-0695,Recovery of Cognitive Performance Following Multi-Stressor Military Training.,2024,10.1177/00187208221086686,35549578,,,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",Cognition / firearm performance,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Cognition and Firearm-Task Performance / Cognicao e tiro,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/35549578/
EV-0705,Cognitive Resilience to Psychological Stress in Military Personnel.,2022,10.3389/fpsyg.2022.809003,35369170,,,Journal Article; Review,Cognition / firearm performance,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Cognition and Firearm-Task Performance / Cognicao e tiro,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/35369170/
EV-0716,Effect of Exercise Training Programs on Physical Fitness Domains in Military Personnel: A Systematic Review and Meta-Analysis.,2022,10.1093/milmed/usac040,35247052,,,Journal Article; Meta-Analysis; Systematic Review,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,REPLACE_EXISTING_CANDIDATE,P1 — HIGH,Both,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,YES,YES,Verified — clear,YES — REVIEW REQUIRED,Potentially stronger evidence than current domain support,https://pubmed.ncbi.nlm.nih.gov/35247052/
EV-0721,"Sex, military occupation and rank are associated with risk of anterior cruciate ligament injury in tactical-athletes.",2023,10.1136/bmjmilitary-2021-002059,35165197,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/35165197/
EV-0725,Pilot outcomes of cognitive processing therapy implementation in military health system outpatient behavioral health clinics.,2023,10.1037/ser0000611,35099229,,,Journal Article,Cognition / firearm performance,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Cognition and Firearm-Task Performance / Cognicao e tiro,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/35099229/
EV-0726,"Active Duty Service Members, Primary Managers, and Administrators' Perspectives on a Novel Sleep Telehealth Management Platform in the U.S. Military Healthcare System.",2022,10.1093/milmed/usac006,35089344,,,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.",Sleep / fatigue / recovery,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Integrated Operational Readiness / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/35089344/
EV-0728,"Moderate and Severe Acute Normobaric Hypoxia and the 3-Repetition Deadlift, Hand-Release Push-Up, and Leg Tuck Events From the Army Combat Fitness Test.",2023,10.1093/milmed/usab399,35072728,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/35072728/
EV-0729,Evaluation of Two Training Programs Designed to Enhance Performance on the Army Combat Fitness Test Among ROTC Cadets.,2022,10.1093/milmed/usac015,35064262,,,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/35064262/
EV-0734,Influence of Soldiers' Cardiorespiratory Fitness on Physiological Responses and Dropouts During a Loaded Long-distance March.,2023,10.1093/milmed/usab540,35015894,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/35015894/
EV-0747,Prescribed footwear and orthoses are not prophylactic in preventing lower extremity injuries in military tactical athletes: a systematic review with meta-analysis.,2024,10.1136/bmjmilitary-2021-001955,34785586,,,Journal Article; Meta-Analysis; Systematic Review,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,Both,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/34785586/
EV-0749,"Evaluating the Tactical Combat Casualty Care principles in civilian and military settings: systematic review, knowledge gap analysis and recommendations for future research.",2021,10.1136/tsaco-2021-000773,34746434,,,Journal Article; Systematic Review,Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,Both,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/34746434/
EV-0756,Fractures and Chronic Recurrence are Commonly Associated with Ankle Sprains: a 5-year Population-level Cohort of Patients Seen in the U.S. Military Health System.,2021,10.26603/001c.27912,34631252,,,Journal Article,Musculoskeletal injury,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Operational Implications / Discussion,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/34631252/
EV-0757,A review of workplace mental health interventions and their implementation in public safety organizations.,2022,10.1007/s00420-021-01772-1,34628523,,,Journal Article; Review,Mental health / stress,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Organizational Health Context / Discussao,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/34628523/
EV-0759,Military Body Composition Standards and Physical Performance: Historical Perspectives and Future Directions.,2022,10.1519/jsc.0000000000004142,34593729,,,Journal Article; Review,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/34593729/
EV-0760,Energy-Adjusted Dietary Intakes Are Associated with Perceived Barriers to Healthy Eating but Not Food Insecurity or Sports Nutrition Knowledge in a Pilot Study of ROTC Cadets.,2021,10.3390/nu13093053,34578931,,,Journal Article,Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/34578931/
EV-0768,Can training trunk musculature influence musculoskeletal pain and physical performance in military police officers?,2022,10.1080/00140139.2021.1973576,34445935,,,Journal Article,Physical / academy readiness,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Physical and Academy Readiness / Aptidao e academia,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/34445935/
EV-0771,A Threat to Military Combat Power: Dietary Supplements.,2021,10.1016/j.amjmed.2021.07.026,34411520,,,Journal Article,Nutrition / shift work,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Nutrition and Schedule Load / Nutricao e jornadas,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/34411520/
EV-0776,Is tactical combat casualty care in terrorist attacks suitable for civilian first responders?,2021,10.1097/ta.0000000000003337,34238863,,,Journal Article; Systematic Review,Tactical medicine / TCCC / TECC / APH,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,Both,Tactical Medicine Readiness / APH-Tatico,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/34238863/
EV-0780,Workplace mental health implementation strategies in public safety organizations: a scoping review protocol.,2022,10.11124/jbies-20-00448,34137740,,,"Journal Article; Research Support, Non-U.S. Gov't",Mental health / stress,HIGH_RELEVANCE,DIRECT_MANUSCRIPT_FIT,FULL_TEXT_REVIEW,P1 — HIGH,International,Organizational Health Context / Discussao,POTENTIAL_DIRECT_SUPPORT,NO,NO,YES,Verified — clear,NO,Potential direct support for an active manuscript domain,https://pubmed.ncbi.nlm.nih.gov/34137740/
