evidence_id,pmid,zotero_key,doi,title,workflow_status,priority_tier,priority_score,lawful_availability_score,operational_relevance_score,quality_potential_score,transferability_potential_score,lawful_access_status,lawful_access_url,publication_types,families,full_text_obtained,quality_appraisal_complete,integrity_cleared_for_use,human_confirmation,claim_ready,limitation
EV-0748,34752626,Z5T3G2CP,10.4085/1062-6050-0578.20,Anterior Knee Pain Risk in Male and Female Military Tactical Athletes.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC8582628/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0747,34785586,PEAH4E8D,10.1136/bmjmilitary-2021-001955,Prescribed footwear and orthoses are not prophylactic in preventing lower extremity injuries in military tactical athletes: a systematic review with meta-analysis.,FULL_TEXT_QUEUE,P1,11,2,5,3,1,DISCOVERY_REQUIRED,https://doi.org/10.1136/bmjmilitary-2021-001955,Journal Article | Meta-Analysis | Systematic Review,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0745,34867619,ILRN8DBD,10.3389/fpsyg.2021.738609,Development and Initial Validation of an Acute Readiness Monitoring Scale in Military Personnel.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC8636321/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0734,35015894,MUEIB4M4,10.1093/milmed/usab540,Influence of Soldiers' Cardiorespiratory Fitness on Physiological Responses and Dropouts During a Loaded Long-distance March.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10363014/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0722,35134203,A58GG7KC,10.1093/milmed/usac016,Respiratory Infections Are More Common Than Healthcare Records Indicate: Results From an Anonymous Survey.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC9383359/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0721,35165197,F3SXCFLM,10.1136/bmjmilitary-2021-002059,"Sex, military occupation and rank are associated with risk of anterior cruciate ligament injury in tactical-athletes.",FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10715491/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0719,35187184,DZZKFLR6,10.1177/23259671211072564,Periacetabular Osteotomy in United States Military Personnel: Results From an Interservice Hip Preservation Practice.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC8854228/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0716,35247052,NXCM7D9G,10.1093/milmed/usac040,Effect of Exercise Training Programs on Physical Fitness Domains in Military Personnel: A Systematic Review and Meta-Analysis.,FULL_TEXT_QUEUE,P1,11,2,5,3,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usac040,Journal Article | Meta-Analysis | Systematic Review,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0694,35596551,CDLEDH6D,10.1093/milmed/usac134,The Lived Experience of Military Women With Chronic Pain: A Phenomenological Study.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC9384100/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0686,35682070,RN77YTB7,10.3390/ijerph19116486,The Short-Term Reliability of the Conceptualised 'Combat Readiness Assessment'.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC9180215/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0682,35813844,L5AV6ZZN,10.1080/15502783.2022.2094717,"Body Composition, Eicosapentaenoic Acid, and Vitamin D are Associated with Army Combat Fitness Test Performance.",FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC9261738/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0675,35893980,MSDDNNL2,10.3390/polym14153015,Graft Polymerization of Stearyl Methacrylate on PET Track-Etched Membranes for Oil-Water Separation.,FULL_TEXT_QUEUE,P1,11,4,6,1,0,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC9331679/,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0661,36232131,WJIZXDTC,10.3390/ijerph191912832,"Relationship between a Maximum Plank Assessment and Fitness, Health Behaviors, and Moods in Tactical Athletes: An Exploratory Study.",FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC9564666/,"Journal Article | Research Support, Non-U.S. Gov't",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0660,36239088,I5HM5DGU,10.1080/00913847.2022.2135973,Consistency and applicability of return to function guidelines in tactical-athletes with exertional heat illness. A systematic review.,FULL_TEXT_QUEUE,P1,11,2,5,3,1,DISCOVERY_REQUIRED,https://doi.org/10.1080/00913847.2022.2135973,Journal Article | Systematic Review,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0659,36262915,JXTCFR9M,10.3389/fresc.2022.979776,Development and validation of a military fear avoidance questionnaire.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC9574069/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0655,36323456,RU9CPMBE,10.1136/military-2022-002189,Body composition of extreme performers in the US Marine Corps.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11287561/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0648,36444157,IGJGQVGT,10.30773/pi.2021.0187,Does Drinking Culture Induce Problematic Alcohol Use? Evidence From a Military Representative Survey in Korea.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC9708860/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0640,36582397,PWZV62A7,10.70252/ybtf2692,Impact of Two Types of Fitness Programs on Soldier Physical Fitness.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC9762245/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0638,36615794,H9WQNCBZ,10.3390/nu15010137,Oregano (Origanum vulgare) Consumption Reduces Oxidative Stress and Markers of Muscle Damage after Combat Readiness Tests in Soldiers.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC9823977/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0634,36652287,LIW3IDQ8,10.1111/anec.13045,Electrocardiographic and echocardiographic predictors of greater carotid intima-media thickness in tactical athletes: The CHIEF atherosclerosis study.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10023883/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0628,36764722,VD56CH47,10.1136/bmjopen-2022-062960,Getting ready to act: theorising a stepwise transition into crisis response at points of entry based on interviews with COVID-19 responders and a military preparedness framework.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC9922878/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0615,36900645,89298TQ7,10.3390/healthcare11050640,Clustering of Health and Oral Health-Compromising Behaviours in Army Personnel in Central Peninsular Malaysia.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10000684/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0613,36910780,WMZDAQIV,10.3389/fpsyg.2023.1000331,"The relationship among safety leadership, risk perception, safety culture, and safety performance: Military volunteer soldiers as a case study.",FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC9995976/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0597,37184465,VBH6K6ST,10.1097/ta.0000000000004040,"Optimizing combat readiness for military surgeons without trauma fellowship training: Engaging the ""voluntary faculty"" model.",FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10389404/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0596,37197033,YRN5A2XE,10.1177/23259671231163570,Risk of Upper Extremity Musculoskeletal Injury Within the First Year After a Concussion.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10184236/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0587,37346955,JFDS7DIB,10.1039/d3ra03226d,Environmentally friendly loading of palladium nanoparticles on nanoporous PET track-etched membranes grafted by poly(1-vinyl-2-pyrrolidone) via RAFT polymerization for the photocatalytic degradation of metronidazole.,FULL_TEXT_QUEUE,P1,11,4,6,1,0,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10281340/,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0586,37351259,WEWHTUGL,10.3389/fphys.2023.1183836,Body composition changes during 8 weeks of military training are not accurately captured by circumference-based assessments.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10282178/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0585,37358384,8GRGZ9BX,10.1089/neu.2022.0213,Lifetime Traumatic Brain Injury and Risk of Post-Concussive Symptoms in the Millennium Cohort Study.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10902500/,"Journal Article | Research Support, U.S. Gov't, P.H.S.",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0581,37465276,8PDUCPA5,10.3389/fvets.2023.1217201,Functional measurement of canine muscular fitness: refinement and reliability of the Penn Vet Working Dog Center Sprint Test.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10350527/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0578,37489308,6WNT6UJ3,10.3390/jfmk8030095,Male Army ROTC Cadets Fail to Meet Military Dietary Reference Intakes and Exhibit a High Prevalence of Low Energy Availability and Poor Sleep Quality.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10366743/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0562,37746605,BP7XZWBN,10.1097/as9.0000000000000308,Changes in Surgical Volume in Military Medical Treatment Facilities and Military Surgeon Clinical Combat Readiness During the COVID-19 Pandemic.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10513262/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0560,37790762,AYYCR25S,10.1016/j.jaccas.2023.101990,Congenital Long QT Syndrome and Cardiac Arrest in a Military Tactical Athlete.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10544298/,Case Reports | Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0557,37818180,JQTZNUER,10.1089/whr.2023.0012,"Frequency of Medical Claims for Diastasis Recti Abdominis Among U.S. Active Duty Service Women, 2016 to 2019.",FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10561740/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0550,37868775,QTJJRPPH,10.3389/fcvm.2023.1239128,Assessment of the activities physiological cost of the defense forces officers in Ukraine using miniature ECG device.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10587465/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0542,37948264,VW9M3RZA,10.1093/milmed/usad247,Neuropathological Examination of Mice Chronically Exposed to Secondhand Smoke.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10637311/,"Journal Article | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0539,37956332,M8JII68Q,10.1093/milmed/usad277,Addressing Burnout in the Primary Care Setting: The Impact of an Evidence-Based Mindfulness Toolkit.,FULL_TEXT_QUEUE,P1,11,2,7,1,1,DISCOVERY_REQUIRED,https://doi.org/10.1093/milmed/usad277,"Journal Article | Research Support, Non-U.S. Gov't",C,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0536,37987488,Y8MAG4RT,10.3390/jfmk8040152,"A Single, Multimodal Exercise Tolerance Test Can Assess Combat Readiness in Army-ROTC Cadets: A Brief Report.",FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10660721/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0533,38013921,PDBJTBU5,10.5114/cipp.2021.108684,The model of psychological safety of a soldier's personality.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10653560/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0517,38200988,AV7RS8ZS,10.3390/healthcare12010082,Psychophysiological Responses in Soldiers during Close Combat: Implications for Occupational Health and Fitness in Tactical Populations.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10779181/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0505,38312730,RDUU5RDQ,10.1039/d3ra07471d,Effect of copper doping on the photocatalytic performance of Ni2O3@PC membrane composites in norfloxacin degradation.,FULL_TEXT_QUEUE,P1,11,4,6,1,0,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC10835572/,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0479,38665860,INCDSGJL,10.70252/rjam3514,Maximal Aerobic Capacity as a Predictor of Performance on ACFT Total Score of ROTC Cadets.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11042848/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0477,38694549,R5H6PQHZ,10.1039/d4ra02117g,Preparation and application of stimuli-responsive PET TeMs: RAFT graft block copolymerisation of styrene and acrylic acid for the separation of water-oil emulsions.,FULL_TEXT_QUEUE,P1,11,4,6,1,0,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11061781/,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0472,38766263,INF6CH48,10.1101/2024.05.07.593029,Single particle cryo-electron microscopy with an enhanced 200 kV cryo-TEM configuration achieves near-atomic resolution.,FULL_TEXT_QUEUE,P1,11,4,6,1,0,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11100677/,Journal Article | Preprint,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0461,38921275,VFZXPXDD,10.3390/healthcare12121160,Optimising Combat Readiness: Practical Strategies for Integrating Physiological and Psychological Resilience in Soldier Training.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11202720/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0455,38981065,ANGFV8RR,,"Hospitalizations among active component members of the U.S. Armed Forces, 2023.",FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11259449/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0454,38981071,PLDGMEQJ,,"Ambulatory health care visits among active component members of the U.S. Armed Forces, 2023.",FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11259448/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0444,39057653,W5EINM2U,10.3390/membranes14070145,"Surface Modification of Polyethylene Terephthalate Track-Etched Membranes by 2,2,3,3,4,4,5,5,6,6,7,7-Dodecafluoroheptyl Acrylate for Application in Water Desalination by Direct Contact Membrane Distillation.",FULL_TEXT_QUEUE,P1,11,4,6,1,0,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11278615/,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0443,39058074,U2BGI7JC,10.3390/sports12070183,Detraining's Effects on Cardiorespiratory Fitness and Maximal and Explosive Strength in Army Soldiers: Does Age Matter?,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11280788/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0421,39253054,EXULQPUF,10.70252/cvkt2704,"The Impact of Load Mass and Distribution on Heart Rate, Perceived Exertion, and Accelerometer Measured Physical Activity During Running.",FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11382777/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0418,39258122,57DDJ8BU,10.70252/sszu9761,The Cadet Athlete Physical Training Intervention (CAPTI): A 16-week Periodized Program to Remediate Underdeveloped Tactical Athletes at a Senior Military College.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11385287/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0417,39280796,4GWHQL4G,10.1016/j.jacadv.2024.101236,Cardiovascular Care of Tactical Athletes: Have We Landed Yet?,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11402179/,Editorial,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0416,39288031,WEEDW2HL,10.55460/tuhl-7z28,Self-Described Training Needs of Special Operations Forces Medics and the Birth of the TACMED Division.,FULL_TEXT_QUEUE,P1,11,2,7,1,1,DISCOVERY_REQUIRED,https://doi.org/10.55460/tuhl-7z28,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0406,39422988,3DKPBS6H,10.2196/60925,"Intensive, Real-Time Data Collection of Psychological and Physiological Stress During a 96-Hour Field Training Exercise at a Senior Military College: Feasibility and Acceptability Cohort Study.",FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11530722/,"Journal Article | Research Support, N.I.H., Extramural | Research Support, Non-U.S. Gov't",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0403,39434185,LU2WQPGH,10.1186/s40359-024-02068-y,"Combat readiness, alcohol abuse, and posttraumatic stress disorder among Uganda peoples' defence forces soldiers.",FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11495013/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0399,39471370,7N6ZYTRI,10.2196/64412,Short-Term Outcomes of a Healthy Relationship Intervention for the Prevention of Sexual Harassment and Sexual Assault in the US Military: Pilot Pretest-Postest Study.,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11558222/,"Journal Article | Research Support, U.S. Gov't, Non-P.H.S.",A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0398,39485936,LAL4LPYX,10.1097/corr.0000000000003290,Do Fellowship-educated Military Orthopaedic Oncologists Who Practice in Military Settings Treat a Sufficient Volume of Patients to Maintain Their Oncologic Expertise?,FULL_TEXT_QUEUE,P1,11,4,5,1,1,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11936659/,Journal Article,A,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0396,39496781,6AC9MKCQ,10.1038/s41598-024-77925-2,Leveraging enhanced egret swarm optimization algorithm and artificial intelligence-driven prompt strategies for portfolio selection.,FULL_TEXT_QUEUE,P1,11,4,6,1,0,PMC_AVAILABLE,https://pmc.ncbi.nlm.nih.gov/articles/PMC11535209/,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
EV-0395,39500054,S56LRNN5,10.1016/j.jtherbio.2024.103983,The repeatability of a cycling exercise-heat stress test in a male population.,FULL_TEXT_QUEUE,P1,11,2,8,1,0,DISCOVERY_REQUIRED,https://doi.org/10.1016/j.jtherbio.2024.103983,Journal Article,B,NO,NO,PENDING_FULL_TEXT,,NO,"Title/abstract screening alone does not establish effectiveness, causality, methodological quality, transferability to Brazilian public safety or an institutional recommendation."
