evidence_id,pmid,zotero_key,doi,title,batch,workflow_status,ai_decision_provisional,criterion,confidence,source,integrity_status,human_reviewer,human_date,human_decision,human_justification,claim_ready,what_not_allowed
EV-0602,37094289,IEZP3SKL,10.55460/zsn0-gok7,Determining Clinical Priorities Using a Clinical Practice Guideline Deconstruction Tool: COVID-19 in Austere Operational Environments.,ADJ-13,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"Austere operational clinical-priority methods may be contextually relevant, but applicability cannot be resolved from title/abstract alone.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/37094289/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0599,37159250,VRCXQSX6,10.2196/44776,Traumatic Brain Injury Intensive Evaluation and Treatment Program: Protocol for a Partnered Evaluation Initiative Mixed Methods Study.,ADJ-13,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/37159250/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0595,37224391,NRAN2EFC,10.55460/xtq3-78wa,Management of Type 3c Diabetes in an Elite Tactical Athlete.,ADJ-13,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/37224391/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0575,37540532,AX4YX7LD,10.22454/fammed.2023.794972,Cross-Cultural Mentorship in Military Family Medicine: Defining the Problem.,ADJ-13,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/37540532/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0568,37665586,8WXNHW6V,10.1093/milmed/usac440,Total Force Fitness Summit 2021: Maximizing the Health and Well-being of Service Members and Their Families.,ADJ-13,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/37665586/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0565,37713024,8QJJK2Y8,10.1007/s10552-023-01790-z,Equitable implementation of lung cancer screening: avoiding its potential to mirror existing inequities among people who use tobacco.,ADJ-13,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/37713024/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0563,37725042,M3PHUN9X,10.1093/milmed/usad361,Chronic Spontaneous Urticaria Following mRNA COVID-19 Booster Vaccination at a Military Academy.,ADJ-13,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/37725042/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0559,37790770,WCFK8L8P,10.1016/j.jaccas.2023.101991,Long QT Syndrome: A Preventable Cause of Exercise-Induced Sudden Cardiac Death.,ADJ-14,PENDING_ADJUDICATION,PENDING_ADJUDICATION,No abstract is available in the current PubMed record; title alone is insufficient for exclusion.,LOW,https://pubmed.ncbi.nlm.nih.gov/37790770/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0549,37902945,8GHMUDRJ,10.1007/s10597-023-01198-8,Lessons Learned from Implementation of a Post-opioid Overdose Outreach Program in a Rural Massachusetts Community.,ADJ-14,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/37902945/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0548,37903170,EDGVZ2HI,10.1080/08995605.2022.2139122,"Diversity, equity, and inclusion correlates of racial/ethnic harassment and discrimination in the U.S. military.",ADJ-14,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/37903170/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0547,37909262,SX92L3LQ,10.1080/00140139.2023.2278393,Reliability of simulated combat tasks performed by Brazilian Air Force cadets.,ADJ-14,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/37909262/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0543,37948258,6Y6656D5,10.1093/milmed/usad060,Mental Health Predictors of Response to Standard Medical Intervention at a Military Pain Specialty Clinic.,ADJ-14,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/37948258/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0529,38053122,E6NT8NXM,10.1186/s12888-023-05282-x,Group brief cognitive behavioral therapy for suicide prevention compared to dialectal behavior therapy skills group for military service members: a study protocol of a randomized controlled trial.,ADJ-14,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/38053122/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0506,38304635,D3JZATDD,10.1016/j.resplu.2024.100550,Factors influencing support for the implementation of community-based out-of-hospital cardiac arrest interventions in high- and low-performing counties.,ADJ-14,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/38304635/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0502,38328943,Z6UHYYG4,10.1080/02699052.2024.2304861,Placing the keystone: the LIMBIC Military and Tactical Athlete Research Study.,ADJ-14,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/38328943/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0499,38380558,PACX8IDA,10.1111/sltb.13061,The Virtual Hope Box mobile application: A systematic review of the literature.,ADJ-14,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/38380558/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0494,38436987,ARJAKJ63,10.1080/08995605.2024.2324644,Sexual and reproductive health in military settings: A qualitative study.,ADJ-14,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/38436987/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0483,38562949,IMI8JITL,10.4293/jsls.2023.00059,Laparoscopic-Assisted Transvaginal Cholecystectomy - the US Military Experience With Long-Term Follow Up.,ADJ-15,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/38562949/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0471,38771705,4F4SRT5R,10.1093/milmed/usae218,Viability of Structured Gait Retraining for Improving Clinical Outcomes Following Running-related Injury in Active Duty Service Members.,ADJ-15,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/38771705/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0464,38885426,829EM4UP,10.1037/tra0001497,"Exploring the protective experiences of those who ""protect and serve"": A psychometric evaluation of Protective and Compensatory Experiences Survey within a military sample.",ADJ-15,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/38885426/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0456,38954429,XGBCVJHC,10.1093/milmed/usae337,The Relationship between the Military Medical Officer and Commanding Officer: Implications for Education and Training.,ADJ-15,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/38954429/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0445,39043122,HTGDYEII,10.1177/10806032241262986,"Cold-Induced Vasodilation, Rewarming, and Dexterity Impairment Following Second-Degree Frostbite.",ADJ-15,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/39043122/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0441,39111976,9GASX2HZ,10.1016/j.jacc.2024.06.010,Active-Duty Sailor Develops PFO-Associated Decompression Sickness: Do Occupational Divers Warrant Alternative Cardiac Screening Standards?,ADJ-15,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/39111976/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0423,39250618,WE7XN3YP,10.1177/08901171241282579,HPV Vaccination Rates in Military Females: The Need for a Multi-Level and Evidence-Based Approach.,ADJ-15,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/39250618/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0410,39395178,9DVNRBQF,10.1093/milmed/usae481,Development of the Joint Expeditionary Medical Officer.,ADJ-15,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/39395178/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0409,39405266,Z86YBL8Y,10.1093/milmed/usae484,Associations Between Sleep Disorders and Treatment Response in Service Members With Post-traumatic Stress Symptoms: A Secondary Outcome Analysis.,ADJ-15,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/39405266/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0407,39411207,UX5BEQK8,10.12788/fp.0487,The Challenges of Delivering Allergen Immunotherapy in the Military Health System.,ADJ-15,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/39411207/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0392,39514877,SNY8RLQM,10.1093/pm/pnae062,"Screening, brief intervention, and referral to treatment for pain management for veterans separating from military service: study protocol of a hybrid type 2 study testing implementation facilitation versus training-as-usual.",ADJ-16,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/39514877/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0384,39637383,4Y8YIN4U,10.1097/aog.0000000000005801,Addressing the Menopause Health Needs of Military Service Members: A Call to Action.,ADJ-16,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/39637383/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0383,39649840,BW9LRWCV,10.12688/f1000research.152514.2,Methodology used to develop the minimum common data elements for surveillance and Reporting of Musculoskeletal Injuries in the MILitary (ROMMIL) statement.,ADJ-16,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/39649840/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0375,39728235,XAA3CHJ7,10.3390/jfmk9040251,The Impact of Functional Training on Balance and Vestibular Function: A Narrative Review.,ADJ-16,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/39728235/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0371,39777480,GSMAU75H,10.1093/milmed/usae572,Impact of Functional Training on Injuries After Anterior Cruciate Ligament Reconstruction for Return-to-Duty Status in U.S. Naval Academy Midshipmen: A Retrospective Analysis.,ADJ-16,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/39777480/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0369,39797514,NIUZ6KMY,10.1093/milmed/usae567,Best Practice Recommendations for Endometrial Intraepithelial Neoplasia/Atypical Endometrial Hyperplasia in the Military Health System.,ADJ-16,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/39797514/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0368,39803628,N6EF8554,10.1016/j.hroo.2024.10.002,Atrial fibrillation catheter ablation decreases the duration of antiarrhythmic drug treatment for United States active-duty military personnel.,ADJ-16,PENDING_ADJUDICATION,PENDING_ADJUDICATION,No abstract is available in the current PubMed record; title alone is insufficient for exclusion.,LOW,https://pubmed.ncbi.nlm.nih.gov/39803628/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0366,39819950,992VQZ2Z,10.1136/bmjopen-2024-087836,Knowledge translation in Anglo-American paramedicine: a scoping review.,ADJ-16,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/39819950/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0362,39857534,F3JGEMAI,10.3390/ijerph22010081,Exploring the Perspectives of Canadian Clinicians Regarding Digitally Delivered Psychotherapies Utilized for Trauma-Affected Populations.,ADJ-16,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/39857534/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0361,39865645,YE7NAFER,10.1093/milmed/usaf021,Building a Culture of Health Through Leader-Inspired Nutrition.,ADJ-16,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/39865645/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0359,39898599,CS9VM6E3,10.1249/mss.0000000000003664,Graded Walking Energetics under Cold Strain.,ADJ-17,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/39898599/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0356,39928385,TTS6C5HU,10.1093/infdis/jiae595,Norovirus Surveillance and Outbreak Investigations in Peru: 25 Years of Experience at NAMRU SOUTH.,ADJ-17,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/39928385/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0349,40010911,QUTGKTXG,10.1016/j.beth.2024.08.001,Evaluating the Effectiveness of Safety Plans for Mitigating Suicide Risk in Two Samples of Psychiatrically Hospitalized Military Veterans.,ADJ-17,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/40010911/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0341,40126894,PMFIPF8J,10.1093/milmed/usaf089,Avatar-Based Health Education: Applying Self-determination Theory to Promote Preventative Care in U.S. Military Service Members.,ADJ-17,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/40126894/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0338,40139416,KU9PD8PF,10.1016/j.josat.2025.209682,Exploring barriers and potential solutions before implementing a scale-up strategy to expand methadone coverage among people who inject drugs in Tajikistan.,ADJ-17,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/40139416/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0336,40146208,RAQPF7UD,10.1093/milmed/usaf094,Management of Endometrial Cancer Precursors in the Military Health System: A Survey-Based Study.,ADJ-17,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/40146208/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0327,40273396,IYU8P4T6,10.55460/q007-46xh,Use of an Intraoral Neuroprosthesis for the Treatment of Posttraumatic Stress Disorder (PTSD)-Associated Nocturnal Behavior Disorder: Case Series of Four Patients.,ADJ-17,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/40273396/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0313,40411779,QA799SNI,10.55460/4rir-im31,Performance-Based Differences in Prefrontal Cortex Activation: Assessing Dynamic Marksmanship Performance Using Functional Near-Infrared Spectroscopy.,ADJ-17,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/40411779/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0307,40471114,F5KZPR77,10.47102/annals-acadmedsg.202512,Strategic response to mpox in the Singapore Armed Forces: Military public health collaboration and preparedness.,ADJ-17,PENDING_ADJUDICATION,PENDING_ADJUDICATION,No abstract is available in the current PubMed record; title alone is insufficient for exclusion.,LOW,https://pubmed.ncbi.nlm.nih.gov/40471114/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0305,40486713,HJYQ6IJJ,10.1016/j.hrcr.2025.01.019,Catecholaminergic polymorphic ventricular tachycardia and early-onset atrial fibrillation in a tactical athlete with a heterozygous truncating variant in TRDN.,ADJ-17,PENDING_ADJUDICATION,PENDING_ADJUDICATION,No abstract is available in the current PubMed record; title alone is insufficient for exclusion.,LOW,https://pubmed.ncbi.nlm.nih.gov/40486713/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0304,40489380,FS4JSTHB,10.1093/milmed/usaf242,Catheter Ablation for Typical Atrial Flutter in Tactical Athletes.,ADJ-18,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/40489380/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0291,40590681,CMZNTJVL,10.1249/mss.0000000000003807,Female Energy Expenditure during Load Carriage in Thermal Environments.,ADJ-18,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/40590681/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0283,40698553,UWQEZFAA,10.1093/milmed/usaf027,Enhancing Operational Readiness Through Temporomandibular Disorders Education in the Military Health System.,ADJ-18,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/40698553/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0281,40714861,5P5LUNHH,10.1093/milmed/usaf353,A Systematic Review of Competencies for Enhancing Financial Expertise in Military Healthcare.,ADJ-18,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/40714861/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0278,40773745,TEL6ZPYJ,10.2196/77113,What Matters Most to Veterans When Deciding to Use Technology for Health: Cross-Sectional Analysis of a National Survey.,ADJ-18,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/40773745/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0276,40790222,QNNA2J2Z,10.1186/s13584-025-00712-5,Dental lessons learned from large-scale military dental records in the Israel defense forces: military dentistry as a window into national oral health trends.,ADJ-18,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/40790222/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0268,40834273,4LHLUTZD,10.1093/milmed/usaf412,Best of Both Worlds: Sharpening Hospital Medicine Skills in High-Volume Military-Civilian Partnership.,ADJ-18,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/40834273/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0247,40989000,P8YA5Y3R,10.1016/j.ahjo.2025.100600,Telemedicine for the detection and management of in-hospital and out-of-hospital sudden cardiac arrest: Status quo and quo vadis.,ADJ-18,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/40989000/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0241,41031376,WIVMEIJ7,,"Health Services for Coast Guard Beneficiaries: Improving Access to Care for Active Duty Service Members, Reservists, Dependents, and Retirees.",ADJ-18,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41031376/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0239,41057246,9R2GVUI2,10.1136/ip-2025-045870,"Coroners' recommendations following older adult homicide in Australia: a cross-sectional study of frequency, nature and organisational responses.",ADJ-18,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41057246/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0237,41074212,SQH6L95F,10.1186/s13690-025-01737-7,Inertia or unanticipated bottlenecks? Exploring stakeholder perspectives on the implementation determinants of the national alcohol policy five years post-enactment in Zambia.,ADJ-19,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41074212/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0231,41132774,RID6UYNQ,10.1016/j.lanepe.2025.101459,Mental health of children and young people in the WHO Europe region.,ADJ-19,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41132774/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
EV-0227,41172124,NSR6C5VX,10.1093/milmed/usaf477,Core Competencies for Novice Military Family and Women's Health Nurse Practitioners: Skills for Effective Military and Operational Readiness.,ADJ-19,PENDING_ADJUDICATION,PENDING_ADJUDICATION,"A potentially relevant concept is present, but direct applicability is ambiguous at title/abstract level.",MODERATE,https://pubmed.ncbi.nlm.nih.gov/41172124/,Verified — clear,,,,,NO,"Title/abstract information is insufficient for a substantive scientific, causal, transferability or institutional claim."
